#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;;;;,
284;168;0;42;Eresos;x;;;;;;;;;;;;;;;;;;;,
285;0;3;170;Kyme;x;;;;;;;;;;;;;;;;;;;,
286;172;139;100;Chios;x;;;;;;;;;;;;;;;;;;;,
287;84;9;171;Smyrna;x;;;;;;;;;;;;;;;;;;;,
288;126;12;44;Teos;x;;;;;;;;;;;;;;;;;;;,
289;168;15;172;Erythrai;x;;;;;;;;;;;;;;;;;;;,
290;0;204;45;Ephesos;x;;;;;;;;;;;;;;;;;;;,
291;42;21;173;Colophon;x;;;;;;;;;;;;;;;;;;;,
292;84;24;46;Sardis;x;;;;;;;;;;;;;;;;;;;,
293;126;27;174;Philadelpheia;x;;;;;;;;;;;;;;;;;;;,
294;168;30;47;Larisa;x;;;;;;;;;;;;;;;;;;;,
295;0;33;175;Hypaipa;x;;;;;;;;;;;;;;;;;;;,
296;118;86;150;Magnesia;x;;;;;;;;;;;;;;;;;;;,
297;84;39;176;Imbros;x;;;;;;;;;;;;;;;;;;;,
298;126;42;49;Aigai;x;;;;;;;;;;;;;;;;;;;,
299;43;81;138;Maiboza;x;;;;;;;;;;;;;;;;;;;,
300;0;48;50;Maionia;x;;;;;;;;;;;;;;;;;;;,
301;42;51;178;Silandos;x;;;;;;;;;;;;;;;;;;;,
302;84;54;51;Kadoi;x;;;;;;;;;;;;;;;;;;;,
303;126;57;179;Synaos;x;;;;;;;;;;;;;;;;;;;,
304;168;60;52;Hyssa;x;;;;;;;;;;;;;;;;;;;,
305;0;63;180;Porotta;x;;;;;;;;;;;;;;;;;;;,
306;42;66;53;Ariandos;x;;;;;;;;;;;;;;;;;;;,
307;84;69;181;Bagis;x;;;;;;;;;;;;;;;;;;;,
308;126;72;54;Blaundos;x;;;;;;;;;;;;;;;;;;;,
309;168;75;182;Akmonia;x;;;;;;;;;;;;;;;;;;;,
310;0;78;55;Leros;x;;;;;;;;;;;;;;;;;;;,
311;42;81;183;Dionysoupolis;x;;;;;;;;;;;;;;;;;;;,
312;84;84;56;Appia;x;;;;;;;;;;;;;;;;;;;,
313;126;87;184;Metropolis;x;;;;;;;;;;;;;;;;;;;,
314;168;90;57;Nakoleia;x;;;;;;;;;;;;;;;;;;;,
315;0;93;185;Dorylaion;x;;;;;;;;;;;;;;;;;;;,
316;42;96;58;Midaion;x;;;;;;;;;;;;;;;;;;;,
317;84;99;186;Kotiaeion;x;;;;;;;;;;;;;;;;;;;,
318;126;102;59;Meiros;;x;;;;;;;;;;;;;;;;;;,
319;168;105;187;Aizanoi;x;;;;;;;;;;;;;;;;;;;,
320;0;108;60;Hadrianeia;x;;;;;;;;;;;;;;;;;;;,
321;42;111;188;Hadrianoi;x;;;;;;;;;;;;;;;;;;;,
322;84;114;61;Lamounia;x;;;;;;;;;;;;;;;;;;;,
323;126;117;189;Sarkotyle;x;;;;;;;;;;;;;;;;;;;,
324;168;120;62;Otroia;x;;;;;;;;;;;;;;;;;;;,
325;0;123;190;Kabia;x;;;;;;;;;;;;;;;;;;;,
326;42;126;63;Modra;x;;;;;;;;;;;;;;;;;;;,
327;84;129;191;Oka;x;;;;;;;;;;;;;;;;;;;,
328;126;132;64;Orkistos;x;;;;;;;;;;;;;;;;;;;,
329;168;135;192;Milia;x;;;;;;;;;;;;;;;;;;;,
330;0;138;65;Karpasia;x;;;;;;;;;;;;;;;;;;;,
331;42;141;193;Salamis;x;;;;;;;;;;;;;;;;;;;,
332;84;144;66;Kition;x;;;;;;;;;;;;;;;;;;;,
333;126;147;194;Soloi;x;;;;;;;;;;;;;;;;;;;,
334;168;150;67;Paphos;x;;;;;;;;;;;;;;;;;;;,
335;0;153;195;Lapethos;x;;;;;;;;;;;;;;;;;;;,
336;42;156;68;Tamassos;x;;;;;;;;;;;;;;;;;;;,
337;84;159;196;Hadrianoutherai;x;;;;;;;;;;;;;;;;;;;,
338;126;162;69;Amathous;x;;;;;;;;;;;;;;;;;;;,
339;168;165;197;Sebaste;x;;;;;;;;;;;;;;;;;;;,
340;170;171;192;CalvriaSeptentrionalis;x;;;;;;;;;;;;;;;;;;;,
341;42;171;198;Philia;x;;;;;;;;;;;;;;;;;;;,
342;84;174;71;Salmydessos;x;;;;;;;;;;;;;;;;;;;,
343;126;177;199;Aulaiouteichos;x;;;;;;;;;;;;;;;;;;;,
344;168;180;72;Itanos;x;;;;;;;;;;;;;;;;;;;,
345;0;183;200;Selymbria;x;;;;;;;;;;;;;;;;;;;,
346;42;186;73;Perinthos;x;;;;;;;;;;;;;;;;;;;,
347;84;189;201;Bisanthe;x;;;;;;;;;;;;;;;;;;;,
348;126;192;74;Bergoule;x;;;;;;;;;;;;;;;;;;;,
349;168;195;202;Sestos;x;;;;;;;;;;;;;;;;;;;,
350;0;198;75;Lysimacheia;x;;;;;;;;;;;;;;;;;;;,
351;42;201;203;Rhithymna;x;;;;;;;;;;;;;;;;;;;,
352;84;204;76;Ornoi;x;;;;;;;;;;;;;;;;;;;,
353;126;207;204;Kypsela;x;;;;;;;;;;;;;;;;;;;,
354;168;210;77;Ainos;x;;;;;;;;;;;;;;;;;;;,
355;0;0;205;Hierapytna;x;;;;;;;;;;;;;;;;;;;,
356;42;3;78;Thasos;x;;;;;;;;;;;;;;;;;;;,
357;84;6;206;Sale;x;;;;;;;;;;;;;;;;;;;,
358;126;9;79;Knosos;x;;;;;;;;;;;;;;;;;;;,
359;168;12;207;Olous;x;;;;;;;;;;;;;;;;;;;,
360;0;15;80;Porsulae;x;;;;;;;;;;;;;;;;;;;,
361;42;18;208;Gortyna;x;;;;;;;;;;;;;;;;;;;,
362;84;21;81;Abdera;x;;;;;;;;;;;;;;;;;;;,
363;126;24;209;Neapolis;x;;;;;;;;;;;;;;;;;;;,
364;168;27;82;Philippi;x;;;;;;;;;;;;;;;;;;;,
365;0;30;210;Amfipolis;x;;;;;;;;;;;;;;;;;;;,
366;42;33;83;Tragilos;x;;;;;;;;;;;;;;;;;;;,
367;84;36;211;Kydonia;x;;;;;;;;;;;;;;;;;;;,
368;126;39;84;Polyrrenia;x;;;;;;;;;;;;;;;;;;;,
369;168;42;212;Sirra;x;;;;;;;;;;;;;;;;;;;,
370;0;45;85;Tarra;x;;;;;;;;;;;;;;;;;;;,
371;42;48;213;Euporia;x;;;;;;;;;;;;;;;;;;;,
372;84;51;86;Korion;x;;;;;;;;;;;;;;;;;;;,
373;126;54;214;Thessalonica;x;;;;;;;;;;;;;;;;;;;,
374;168;57;87;Kalindoia;x;;;;;;;;;;;;;;;;;;;,
375;0;60;215;Amorgos;x;;;;;;;;;;;;;;;;;;;,
376;42;63;88;Poteidaia;x;;;;;;;;;;;;;;;;;;;,
377;84;66;216;Akanthos;x;;;;;;;;;;;;;;;;;;;,
378;126;69;89;Torone;x;;;;;;;;;;;;;;;;;;;,
379;168;72;217;Pella;x;;;;;;;;;;;;;;;;;;;,
380;0;75;90;Dion;x;;;;;;;;;;;;;;;;;;;,
381;42;78;218;Beroia;x;;;;;;;;;;;;;;;;;;;,
382;84;81;91;Edessa;x;;;;;;;;;;;;;;;;;;;,
383;126;84;219;Europos;x;;;;;;;;;;;;;;;;;;;,
384;168;87;92;Gortynia;x;;;;;;;;;;;;;;;;;;;,
385;0;90;220;Tauriana;x;;;;;;;;;;;;;;;;;;;,
386;42;93;93;Asseros;x;;;;;;;;;;;;;;;;;;;,
387;84;96;221;Ios;x;;;;;;;;;;;;;;;;;;;,
388;126;99;94;Gonnoi;x;;;;;;;;;;;;;;;;;;;,
389;168;102;222;Larissa;x;;;;;;;;;;;;;;;;;;;,
